cate1,cate2,cate3,width,weight,height,file_name,fruit_name
감,반시,특,7.5,190,5.5,persimmon_bansi_L_17-27_2FR45.png,persimmon_bansi
감,반시,특,6.3,135,5,persimmon_bansi_L_22-14_4DI45.png,persimmon_bansi
감,반시,특,7.4,185,5.5,persimmon_bansi_L_15-25_5DI90.png,persimmon_bansi
감,반시,특,7.5,180,5.3,persimmon_bansi_L_13-13_3FR90.png,persimmon_bansi
감,반시,특,6.7,135,4.8,persimmon_bansi_L_28-14_4DI45.png,persimmon_bansi
감,반시,특,7.5,190,5.2,persimmon_bansi_L_20-17_2FR45.png,persimmon_bansi
감,반시,특,6.8,135,5,persimmon_bansi_L_26-34_4DI45.png,persimmon_bansi
감,반시,특,6.6,150,5.4,persimmon_bansi_L_29-5_5DI90.png,persimmon_bansi
감,반시,특,7.3,175,5.3,persimmon_bansi_L_31-15_5DI90.png,persimmon_bansi
감,반시,특,7.5,190,5.2,persimmon_bansi_L_20-25_5DI90.png,persimmon_bansi
감,반시,특,7.1,180,5.5,persimmon_bansi_L_19-21_1TOP.png,persimmon_bansi
감,반시,특,7.2,180,5.3,persimmon_bansi_L_16-11_1TOP.png,persimmon_bansi
감,반시,특,6.6,150,5.4,persimmon_bansi_L_29-25_5DI90.png,persimmon_bansi
감,반시,특,7.5,180,5.3,persimmon_bansi_L_13-14_4DI45.png,persimmon_bansi
감,반시,특,7.3,175,5.4,persimmon_bansi_L_2-12_2FR45.png,persimmon_bansi
감,반시,특,7.7,205,5.7,persimmon_bansi_L_11-1_1TOP.png,persimmon_bansi
감,반시,특,7.7,205,5.7,persimmon_bansi_L_11-12_2FR45.png,persimmon_bansi
감,반시,특,6.9,165,5.4,persimmon_bansi_L_30-3_3FR90.png,persimmon_bansi
감,반시,특,7.3,185,5.5,persimmon_bansi_L_18-22_2FR45.png,persimmon_bansi
감,반시,특,6.2,145,5.3,persimmon_bansi_L_24-13_3FR90.png,persimmon_bansi
감,반시,특,7.4,185,5.5,persimmon_bansi_L_15-11_1TOP.png,persimmon_bansi
감,반시,특,6.6,140,5.1,persimmon_bansi_L_23-30_5DI90.png,persimmon_bansi
감,반시,특,6.7,135,4.8,persimmon_bansi_L_28-15_5DI90.png,persimmon_bansi
감,반시,특,6.3,135,5,persimmon_bansi_L_22-23_3FR90.png,persimmon_bansi
감,반시,특,7.1,180,5.5,persimmon_bansi_L_19-31_1TOP.png,persimmon_bansi
감,반시,특,6.6,140,5.1,persimmon_bansi_L_23-31_1TOP.png,persimmon_bansi
감,반시,특,6.3,120,4.7,persimmon_bansi_L_27-1_1TOP.png,persimmon_bansi
감,반시,특,7,140,4.8,persimmon_bansi_L_10-22_2FR45.png,persimmon_bansi
감,반시,특,7.5,180,5.3,persimmon_bansi_L_14-13_3FR90.png,persimmon_bansi
감,반시,특,7.3,180,5.3,persimmon_bansi_L_21-26_1TOP.png,persimmon_bansi
감,반시,특,7.3,185,5.5,persimmon_bansi_L_18-28_3FR90.png,persimmon_bansi
감,반시,특,6.6,150,5.4,persimmon_bansi_L_29-13_3FR90.png,persimmon_bansi
감,반시,특,7,140,4.8,persimmon_bansi_L_10-36_1TOP.png,persimmon_bansi
감,반시,특,7.4,185,5.5,persimmon_bansi_L_15-26_1TOP.png,persimmon_bansi
감,반시,특,6.7,135,4.8,persimmon_bansi_L_28-8_3FR90.png,persimmon_bansi
감,반시,특,6.2,155,5.5,persimmon_bansi_L_1-35_5DI90.png,persimmon_bansi
감,반시,특,7.3,180,5.3,persimmon_bansi_L_21-3_3FR90.png,persimmon_bansi
감,반시,특,6.2,155,5.5,persimmon_bansi_L_1-3_3FR90.png,persimmon_bansi
감,반시,특,6.2,145,5.3,persimmon_bansi_L_24-4_4DI45.png,persimmon_bansi
